Subject,Session,SleepStage,Phi_,Phi_z
12,29,2,18570.9043116671,0.975533903140849
12,29,3,19864.685953565,1.02537288377522
12,29,4,14617.8029827667,0.773493239766408
12,30,0,12775.1713682574,0.662007987437444
12,30,1,10286.8785722315,0.524078147498723
12,30,2,12869.8889686748,0.661213788509757
12,30,3,12092.2087079732,0.617335597294523
12,30,4,9738.19161239285,0.50129161373319
12,31,0,19178.6083005083,0.983323375929342
12,31,1,18710.404824474,0.962710596262261
12,31,2,16364.3734817478,0.855225829632912
12,31,3,21729.8099222416,1.12166212910282
12,31,4,15494.3262462778,0.864803138520243
12,32,0,18285.525833674,0.954302015223444
12,32,1,11926.2870443368,0.653735866496167
12,32,2,15394.1871837113,0.796799817931711
12,32,4,16277.7190235029,0.838722770726304
13,33,0,18697.7761732157,0.928538409084185
13,33,1,20715.6952882952,1.0396854170763
13,33,2,21491.6515382859,1.10738952644677
13,33,3,20128.0841576474,1.04477815860177
13,33,4,14278.1729724128,0.747761441709295
13,34,0,17502.1711179056,0.878985048814264
13,34,1,15546.4978621389,0.817273655264324
13,34,2,15640.0504545776,0.799826031385961
13,34,3,10995.7601983333,0.587521185308155
13,34,4,6971.93923475,0.367202227503967
13,35,0,20009.6905754653,1.02811818080833
13,35,1,24340.3543762333,1.26063879929117
13,35,2,19413.3878172459,0.994216151244629
13,35,3,20989.9127988551,1.0895259216566
13,35,4,19450.5763129018,0.984189822916768
13,36,0,30279.2312255833,1.71242399865892
13,36,1,25336.0945221111,1.29231030886874
13,36,2,20225.9421162707,1.04479690224796
13,36,3,31461.0876864583,1.53461277556302
13,36,4,15730.5430471167,0.827718784763684
14,37,0,20530.7015353391,1.06324598478659
14,37,1,19353.0927355255,1.00516534541719
14,37,2,19147.2321041292,0.984489919775377
14,37,3,18380.9640842083,0.93016392205131
14,37,4,18886.1144713071,0.961929730386379
14,38,0,21644.2657185641,1.10832207047751
14,38,1,17143.1671240505,0.879873079230935
14,38,2,21624.7237812911,1.10875404108898
14,38,3,39283.4488224583,1.98917364053542
14,38,4,18252.3775787624,0.94404842155675
14,39,0,21151.6131182805,1.09096684555259
14,39,1,14805.7347716184,0.782675656025533
14,39,2,20927.475699,1.08953148534281
14,39,3,19506.0124922544,0.962653633912999
14,39,4,14025.0484699592,0.720458140458486
14,40,0,22602.5815559367,1.13429922804339
14,40,1,21687.9515891239,1.11995526824548
14,40,2,23754.9397294312,1.20271232151764
14,40,3,31139.464089375,1.59633243164517
14,40,4,21632.5660482591,1.13493441181722
15,41,0,22529.1934795717,1.17120966204367
15,41,1,19776.1322663542,1.0419947724973
15,41,2,19084.6748982765,0.979916122108353
15,41,3,19121.7494757738,0.975730692367874
15,41,4,19419.2664079306,0.952801632753039
15,42,0,23820.2757431399,1.21631230449092
15,42,1,20894.8473080551,1.06469247363206
15,42,2,23482.7020689611,1.19613012534964
15,42,4,27954.1763538141,1.41321425193678
