Subject,Session,t,Phi_,Phi_z
1,1,256,805.685843183593,0.776406026930405
1,2,256,1348.21569322266,1.29823761495881
1,3,256,916.844998847656,0.894675059435718
1,4,256,1095.93221330078,1.03413055144637
2,1,138,1444.77641876812,1.27270767032152
2,2,140,1449.89650382143,1.15822819958297
2,3,256,864.491652968748,0.81313376660138
2,4,141,1167.60980503546,1.09376096869222
3,1,144,1014.85599086806,1.07149564433082
3,2,135,453.248311407408,0.435291611718581
3,3,256,615.073079023437,0.567408575418426
3,4,256,799.784379433592,0.804583943820506
4,1,134,872.685930485075,0.768287802378499
4,2,143,908.157179335662,0.953796451748483
4,3,256,973.0822028125,0.917151535975903
4,4,256,930.914336601562,0.833574842833695
5,1,256,980.211843925778,0.875389639312957
5,2,256,1182.74891164063,1.08190228051296
5,3,256,1187.18688804688,0.993579076888748
5,4,131,1191.89259671756,1.02980192423143
6,1,256,1090.38011867187,1.11204898872071
6,2,161,1910.20096614907,1.52171444256088
6,3,140,964.780862214287,0.910637233460728
6,4,145,582.705889379311,0.561164816179482
7,1,138,1302.42497891304,1.10789347382337
7,2,139,1657.80447780575,1.33946836107367
7,3,256,637.21185703125,0.692340049419887
7,4,140,1009.83712185714,0.996676940440463
8,1,148,849.592084695946,0.99801942651301
8,2,256,428.324730351563,0.459540135998892
8,3,136,918.828239852942,0.869804397828009
8,4,256,993.599546582031,1.05738443009017
9,1,256,1016.70853947265,0.933733016792573
9,2,144,864.722312743058,0.827411737330589
9,3,256,1661.36973175781,1.37447438773768
9,4,256,838.913038652344,0.867068189108025
10,1,256,1347.74892650391,1.13911981913296
10,2,140,690.5059785,0.695259739130694
10,3,145,581.856368,0.661149383782295
10,4,141,880.486037553192,0.962749475386464
11,1,141,1029.22523503546,0.848791211906109
11,2,256,868.883544531248,0.769557838917819
11,3,147,1143.14733404762,0.912842649478997
11,4,147,2008.51770078231,1.6860795518564
12,1,256,968.756214941405,0.9027748106215
12,2,144,449.753676006944,0.496069746065272
12,3,151,1029.25561218543,0.818060993355481
12,4,256,819.27956439453,0.793624139663677
13,1,135,1545.55468792593,1.35182588952616
13,2,256,1546.73699378906,1.26619585827855
13,3,256,1167.07324947266,0.997054255869965
13,4,256,1492.68335044922,1.57377042759809
14,1,136,1154.37592602941,1.05960730446363
14,2,129,1172.76925294574,1.00011003458621
14,3,256,1155.90086462891,0.95644763013718
14,4,134,1043.24078152985,1.10194103277414
15,1,256,1139.58617126953,1.16868966792567
15,2,133,1062.47814417293,0.90442559460757
15,3,127,1241.28042704725,1.06123192811517
15,4,256,568.39780375,0.719269329265935
16,1,256,678.319454902344,0.648779306410167
16,2,256,647.465546210938,0.580732380259564
16,3,133,535.577006691729,0.521123216800052
16,4,156,1267.94163849359,1.08531036893399
17,1,256,1126.19473943359,0.964430300889924
17,2,256,1278.16534978516,1.19433621911019
17,3,256,882.96865949219,0.737043088317184
17,4,122,998.043487663933,1.07237783928318
