subject,Task,Sedation,scan,model0011111_sampling2,model0101111_sampling2,model0110111_sampling2,model0111011_sampling2,model0111101_sampling2,model0111110_sampling2,model1001111_sampling2,model1010111_sampling2,model1011011_sampling2,model1011101_sampling2,model1011110_sampling2,model1100111_sampling2,model1101011_sampling2,model1101101_sampling2,model1101110_sampling2,model1110011_sampling2,model1110101_sampling2,model1110110_sampling2,model1111001_sampling2,model1111010_sampling2,model1111100_sampling2,meanPHI,maxPHI
1,1,1,1,0.0138917837297686,0.0107374801654817,0.0167067239656747,0.00786571350775436,0.0126374660312692,0.0021192339234433,5.93066219874003,0.00938503665953403,0.0136004634869537,1.41267182914854,0.027974956731058,0.00836054476737694,0.00348054922050257,0.00526742046945361,0.0110208809579751,0.00273068508950024,0.269031113203908,0.0105030226208387,0.075313606774708,0.00125235511644983,0.0142203939095114,0.374258736105702,5.93066219874003
1,1,1,2,0.00279053778638121,0.00867138596068347,0.0173107214132385,0.00758338633923217,0.00779817691029661,0.00204229629245454,0.0129226409018205,0.00411190526093581,0.00256553838742305,0.107946216995678,0.0123456103884476,0.00343842066676921,0.00253790761920427,0.00173078913413111,0.00559620545451197,0.00242431979477903,0.0176941787495979,0.00654096104031464,0.0507244107908948,0.00124763580435353,0.00254779708784345,0.0133605258466186,0.107946216995678
1,1,1,3,0.00279053778638121,0.00867138596068347,0.0173107214132385,0.00758338633923217,0.00779817691029661,0.00204229629245454,0.0339649015010123,0.00631818879988262,0.00313585462111205,0.0340955420157181,0.00491449017097865,0.00387234045946638,0.00282249703120443,0.00256727885195433,0.00441092320810234,0.00281531176207191,0.0728165510424505,0.00638668934513213,0.269497935588623,0.00101497403160415,0.00311967350846843,0.0237118884114318,0.269497935588623
1,1,1,4,0.0016385862024059,0.00590585523643031,0.00693243040504737,0.00758338633923217,0.00699400746639169,0.00156533686011368,0.0116698549940911,0.00334718662187179,0.00313585462111205,0.0697478641527351,0.00630717415249523,0.0013589892223685,0.00282249703120443,0.00195192213731904,0.00714783169848534,0.00281531176207191,0.407808536620298,0.00848376683793802,0.269497935588623,0.00101497403160415,0.0443762741411235,0.0415288369582363,0.407808536620298
1,1,1,5,2.79860359975612,3.58585901793027,0.182181883505255,2.51249921839459,0.104167599299179,10.5461134423442,0.493102516277677,5.42245085458451,0.0289405138145936,0.0518503209320358,0.315612386528176,0.0241073547914118,0.00607118962182562,16.0166542858609,0.379359967830979,0.00606745509626077,3.19628476278359,0.0533737250654865,0.179695805383647,0.0127412182945916,1.65076217568853,2.26507139494209,16.0166542858609
1,1,1,6,0.00277694946005709,0.00849958245401421,0.0481387107620669,0.00475319716907581,0.0701423519536436,0.00321815247401284,0.0117956985910314,0.00456458127737439,0.00198096814550202,0.0191737204777732,0.0316786326744304,0.00270520201726697,0.00242872669171831,0.00161598002479356,0.00585125772131248,0.00243903739388656,0.0318583099794351,0.00790671737960634,0.0545543220573775,0.00125235511644983,0.00294483463504506,0.0152513946883749,0.0701423519536436
1,1,1,7,0.0138917837297686,0.0107374801654817,0.0167067239656747,0.00786571350775436,0.0126374660312692,0.0021192339234433,5.93066219874003,0.00938503665953403,0.0136004634869537,1.41267182914854,0.027974956731058,0.00836054476737694,0.00348054922050257,0.00526742046945361,0.0110208809579751,0.00273068508950024,0.269031113203908,0.0105030226208387,0.075313606774708,0.00125235511644983,0.0142203939095114,0.374258736105702,5.93066219874003
1,1,1,8,8.48522712739875,0.359837223615835,4.56208666129793,0.0574529682679736,0.0126374660312692,0.123840942661327,0.253165400399982,0.0459116818150464,0.0235580356615866,1.41267182914854,0.639266453635581,0.00640838690097419,0.00369294357433067,0.00526742046945361,0.147481324088774,0.00692335170216842,0.269031113203908,0.380714164247736,0.075313606774708,0.0172035180904344,0.0142203939095114,0.804852952995039,8.48522712739875
1,1,1,9,8.48522712739875,2.53546794114485,1.94617392559788,0.0913250679489115,0.153175391244431,0.324318161001663,0.253165400399982,0.0459116818150464,0.0235580356615866,1.41267182914854,0.639266453635581,0.00343842066676921,0.0123430925411094,1.64479224308831,0.37421119660026,0.00380339954596928,1.95310085949814,0.304943051478895,0.773355498569177,0.113162837675775,0.177640069683757,1.01290722306407,8.48522712739875
1,1,1,10,0.01016170620858,0.0104360066758668,0.0116750504121524,0.0854644093210648,0.00731621346698562,0.324318161001663,0.0169720055296587,0.00780734424570573,1.116439061307,0.00829664605575998,8.37316584745016,0.0011638339688148,0.0266084875456476,0.00174094866482844,0.0349573001948923,0.0255588357979914,0.0156299894906867,0.0345576680671328,0.301732115686861,2.91769815156884,0.0588758773355467,0.637646459999802,8.37316584745016
