Subject,Session,SleepStage,Phi_,Phi_z
9,18,0,29125.2137330903,1.07233840082658
9,18,1,28048.7769705,1.02514129144239
9,18,2,29564.7726579039,1.09574153806321
9,18,3,24418.6234690417,0.919169423985038
9,18,4,21163.1047011603,0.792681227319159
10,19,0,27586.9151830507,1.01632967986904
10,19,1,27283.105561336,1.02101849352612
10,19,2,29817.5100622412,1.11231851444089
10,19,3,21830.1181155833,0.802381696843364
10,19,4,24058.371771915,0.904645637580385
10,20,0,25979.8668004876,0.972862754954993
10,20,1,45077.17423625,1.66856292911664
10,20,2,28433.3502323898,1.05757537900092
10,20,3,40870.7858614167,1.50010239755451
10,20,4,22228.17665434,0.826882171528451
10,21,0,35130.8700683778,1.30747215587218
10,21,1,40328.2964566975,1.50255792897556
10,21,2,33124.7995740854,1.23634086572787
10,21,3,36074.0747484167,1.35383305768095
10,21,4,34128.0039589792,1.27092562329597
10,22,0,33440.7652071752,1.2409926886886
10,22,1,34026.7206195833,1.2923087514299
10,22,2,31350.4606624503,1.16630232908545
10,22,3,35747.3337879167,1.30753756537529
10,22,4,22754.3115144,0.859648663543237
10,23,0,30232.9760114576,1.11521777999586
10,23,1,35695.3659262619,1.31732629708872
10,23,2,33998.8736943201,1.26366487378831
10,23,4,31719.821001248,1.1748951516382
11,24,0,32064.572604359,1.19509213429441
11,24,1,27465.0974126771,1.01063184028779
11,24,2,29643.4654591093,1.10413865219318
11,24,3,18289.9684690353,0.683237956172758
11,24,4,38382.8239352361,1.43172400851616
11,25,0,28222.8283981111,1.05337982203664
11,25,1,37050.8214842381,1.39431486241573
11,25,2,28904.909741136,1.07828961096499
11,25,3,27123.27228475,1.01845652723565
11,26,0,29474.7033957222,1.09645045280168
11,26,1,25388.0095315,0.943848922828321
11,26,2,29156.6361450524,1.08762269060913
11,26,3,22245.0842029853,0.825365247140212
11,26,4,29601.0912826944,1.10169945055169
11,27,0,28136.6501780444,1.04196841519624
11,27,1,21938.4405394691,0.821045842725465
11,27,2,27099.5613494189,1.00247715393291
11,27,3,27541.2985061667,0.982469086130074
11,27,4,24768.2580363854,0.937940575797575
11,28,0,26854.176623075,1.00281273650399
11,28,1,31332.4133251528,1.17437402511481
11,28,2,27444.9331844391,1.02399437205248
11,28,3,20522.6402703657,0.768304829763584
11,28,4,29184.9656687381,1.09203353477135
12,29,0,30733.0415711508,1.13841486296124
12,29,1,23586.3598677733,0.872556828999029
12,29,2,26708.9796809212,0.993506170053711
12,29,3,28759.9623451683,1.07213894810935
12,29,4,24197.9371506417,0.907181907406617
12,30,0,21805.6333926765,0.805161364889618
12,30,1,20928.6598425802,0.774750652505354
12,30,2,23372.8503332117,0.87016087311979
12,30,3,29860.9917350804,1.11233149471256
12,30,4,21080.4462206429,0.768669172123857
12,31,0,28602.2259851333,1.08293646989403
